index,loss,correct,total_logprob
0,1.4616153240203857,0,-0.4304780960083008
1,0.21510253846645355,1,-0.4896150231361389
2,0.224739208817482,1,-0.3624492883682251
3,0.15612688660621643,1,-0.23503202199935913
4,0.2393965870141983,1,-1.0511467456817627
5,1.0565851926803589,0,-0.30753323435783386
6,0.4396364688873291,1,-0.26354140043258667
7,0.5612297058105469,1,-0.7857605218887329
8,0.36789441108703613,1,-0.46638214588165283
9,0.2362140715122223,1,-0.36031582951545715
10,0.2882038354873657,1,-0.30166006088256836
11,1.3497103452682495,0,-0.28815051913261414
12,0.39858850836753845,1,-0.6373336315155029
13,0.09767327457666397,1,-0.4253014624118805
14,0.1227073222398758,1,-0.25657933950424194
15,0.18165290355682373,1,-0.6998971104621887
16,0.24320445954799652,1,-0.2700958251953125
17,0.18683123588562012,1,-0.15705472230911255
18,0.10836644470691681,1,-0.20466335117816925
19,0.23333165049552917,1,-0.20740962028503418
20,0.6881017088890076,1,-0.5594980120658875
21,0.153143972158432,1,-0.34054240584373474
22,0.16976164281368256,1,-0.4079517722129822
23,0.6787338256835938,1,-0.5575742721557617
24,0.22500187158584595,1,-0.30122578144073486
25,0.15067633986473083,1,-0.2731862962245941
26,0.22016365826129913,1,-0.2434639185667038
27,0.8999648094177246,0,-0.6440466642379761
28,0.13085538148880005,1,-0.4014018774032593
29,0.32085055112838745,1,-0.3952556252479553
30,0.31106457114219666,1,-0.30323514342308044
31,0.2211214303970337,1,-0.28558504581451416
32,1.0769107341766357,0,-0.45734694600105286
33,0.21332396566867828,1,-0.36898893117904663
34,0.21993014216423035,1,-0.14493966102600098
35,0.3728843927383423,1,-1.0012224912643433
36,1.4430842399597168,0,-0.3052360415458679
37,0.31832316517829895,1,-0.5777630805969238
38,1.9660886526107788,0,-0.2398611456155777
39,0.9945420622825623,0,-0.5033981204032898
40,0.4301283359527588,1,-0.19290697574615479
41,0.7145389318466187,0,-0.4889070987701416
42,0.5086780190467834,1,-0.45193570852279663
43,1.6323397159576416,0,-0.41813576221466064
44,0.19381600618362427,1,-0.33760350942611694
45,0.5030773282051086,1,-0.28632432222366333
46,0.40780824422836304,1,-0.5772587656974792
47,0.7675555348396301,0,-0.7947036623954773
48,0.19682510197162628,1,-0.31792259216308594
49,0.24950969219207764,1,-0.38359522819519043
50,0.23543033003807068,1,-0.423604816198349
51,0.14895246922969818,1,-0.28320348262786865
52,1.4163556098937988,0,-0.37780651450157166
53,0.09577836841344833,1,-0.20769533514976501
54,0.7827106714248657,0,-0.24533355236053467
55,1.7258118391036987,0,-0.27281826734542847
56,0.6439734697341919,1,-0.9821838140487671
57,0.14493753015995026,1,-0.19310395419597626
58,1.2472484111785889,0,-0.47567611932754517
59,0.3283683955669403,1,-0.3091661036014557
60,1.5245187282562256,0,-0.27921709418296814
61,1.1271363496780396,0,-0.5312992334365845
62,0.7446802854537964,0,-0.8770190477371216
63,0.3039935827255249,1,-0.24001622200012207
64,0.7630550861358643,0,-0.9399670362472534
65,0.26792070269584656,1,-0.15962108969688416
66,0.19401367008686066,1,-0.23251889646053314
67,1.4729217290878296,0,-0.3472220003604889
68,1.265442967414856,0,-0.3161989152431488
69,0.16342715919017792,1,-0.3999878764152527
70,0.2389243245124817,1,-0.5389296412467957
71,0.5176354050636292,1,-0.274411141872406
72,1.5869956016540527,0,-0.6381435990333557
73,0.33849596977233887,1,-0.2825012803077698
74,0.22197653353214264,1,-0.5612098574638367
75,0.28837576508522034,1,-0.6064494848251343
76,2.1678497791290283,0,-0.2640807628631592
77,2.254263401031494,0,-0.6553290486335754
78,0.3480609357357025,1,-0.6695554256439209
79,1.5479661226272583,0,-0.5691878199577332
80,2.2699906826019287,0,-0.7412389516830444
81,0.26620054244995117,1,-0.3664515018463135
82,0.9444774389266968,0,-0.5517088174819946
83,0.11006512492895126,1,-0.32599690556526184
84,0.9345872402191162,0,-0.32223325967788696
85,0.46177220344543457,1,-0.4200006127357483
86,0.42838427424430847,1,-0.31128889322280884
87,0.14222733676433563,1,-0.34557658433914185
88,0.3073290288448334,1,-0.6854797601699829
89,0.2460487335920334,1,-0.3066813349723816
90,0.27697011828422546,1,-0.48648473620414734
91,0.18419213593006134,1,-0.3800193667411804
92,0.5257169008255005,1,-0.2740374803543091
93,0.148745596408844,1,-0.2441035807132721
94,0.28833749890327454,1,-0.45837005972862244
95,1.7003592252731323,0,-0.4658132791519165
96,0.31913527846336365,1,-0.42329487204551697
97,0.2168453484773636,1,-0.3198409676551819
98,1.0656003952026367,0,-0.3010315001010895
99,2.41263484954834,0,-0.18563640117645264
100,0.31424376368522644,1,-0.44914230704307556
101,0.9772285223007202,0,-0.253653347492218
102,0.5042758584022522,1,-0.23494714498519897
103,1.4074809551239014,0,-0.48459547758102417
104,0.153921440243721,1,-0.24840258061885834
105,0.24739989638328552,1,-0.3486664593219757
106,1.3326449394226074,0,-0.2350863814353943
107,1.7840137481689453,0,-0.6066784858703613
108,1.628713846206665,0,-0.29389166831970215
109,1.3291423320770264,0,-0.6014367938041687
110,0.2694000005722046,1,-0.273682177066803
111,0.4314929246902466,1,-0.5668330192565918
112,1.2925264835357666,0,-0.39194077253341675
113,0.17838621139526367,1,-0.5655486583709717
114,0.29150766134262085,1,-0.20627054572105408
115,0.23860351741313934,1,-0.4451863169670105
116,0.46980610489845276,1,-0.5867762565612793
117,0.4577651619911194,1,-0.3714383840560913
118,1.2367762327194214,0,-0.20780739188194275
119,0.2623557150363922,1,-0.43620190024375916
120,0.14973030984401703,1,-0.3845124840736389
121,0.31918537616729736,1,-0.45736050605773926
122,1.4429502487182617,0,-0.27896028757095337
123,1.3733601570129395,0,-0.35326987504959106
124,0.35696348547935486,1,-0.9074541926383972
125,1.2030435800552368,0,-0.35600537061691284
126,0.8886722326278687,0,-0.8154757022857666
127,1.5484286546707153,0,-0.19532635807991028
128,0.35277894139289856,1,-0.2937350571155548
129,2.0126893520355225,0,-0.1836976706981659
130,0.21344703435897827,1,-0.26313185691833496
131,0.0914456695318222,1,-0.22987346351146698
132,0.9300026297569275,0,-0.6328731179237366
133,1.3293836116790771,0,-0.3612164855003357
134,1.1869721412658691,0,-0.48478934168815613
135,0.194497212767601,1,-0.20891530811786652
136,0.1317673921585083,1,-0.20304951071739197
137,1.4909870624542236,0,-0.24724897742271423
138,0.14353156089782715,1,-0.2972314953804016
139,1.628333568572998,0,-0.3199816942214966
140,1.045910120010376,0,-0.31599539518356323
141,2.0765626430511475,0,-0.4455674886703491
142,0.32514017820358276,1,-0.2386661171913147
143,0.34191274642944336,1,-0.4471316337585449
144,1.583847165107727,0,-0.15357814729213715
145,0.2908022701740265,1,-2.294689893722534
146,0.13399112224578857,1,-0.6491986513137817
147,0.42790329456329346,1,-0.36385464668273926
148,1.4725337028503418,0,-0.8092893958091736
149,0.2680390477180481,1,-0.2322239875793457
150,1.2898821830749512,0,-0.30740171670913696
151,0.13174627721309662,1,-0.20284254848957062
152,0.22993463277816772,1,-0.43944084644317627
153,1.561144232749939,0,-0.19919267296791077
154,1.5064092874526978,0,-0.6265957355499268
155,0.38672664761543274,1,-0.5282398462295532
156,0.933517336845398,0,-0.2756093740463257
157,0.27886950969696045,1,-0.7570511102676392
158,0.1810745894908905,1,-0.2708836495876312
159,0.24929919838905334,1,-0.2621111571788788
160,0.23441439867019653,1,-0.3486499786376953
161,0.10782857984304428,1,-0.27945923805236816
162,0.27855026721954346,1,-0.39939332008361816
163,0.21468502283096313,1,-0.5010885000228882
164,2.1298248767852783,0,-0.7262530326843262
165,1.7390501499176025,0,-0.4273991584777832
166,0.7878115177154541,0,-2.5185387134552
167,1.2412471771240234,0,-0.6603459119796753
168,1.439391851425171,0,-0.5993954539299011
169,0.9260905981063843,0,-0.23888897895812988
170,1.4254873991012573,0,-0.2594946324825287
171,0.9989222884178162,0,-0.3206207752227783
172,0.45305415987968445,1,-0.8680987358093262
173,0.7072644233703613,0,-1.2135134935379028
174,0.21583455801010132,1,-0.4860922694206238
175,0.3463265597820282,1,-0.23326852917671204
176,1.4839063882827759,0,-0.21469354629516602
177,0.2676053047180176,1,-0.3498041033744812
178,1.4196627140045166,0,-0.2511160373687744
179,0.8768709301948547,0,-0.34380871057510376
180,0.2164737731218338,1,-0.22399772703647614
181,1.3574060201644897,0,-0.44759318232536316
182,0.7861365079879761,0,-0.7726409435272217
183,0.2010989636182785,1,-0.40665215253829956
184,0.8290442228317261,0,-0.2021021842956543
185,0.28553053736686707,1,-0.3797467052936554
186,0.19386833906173706,1,-0.16893994808197021
187,0.2780628204345703,1,-0.3312925100326538
188,0.4194793999195099,1,-0.5558823943138123
