,text,ada,babbage,curie
0,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and is careful.
A:",0.729145884513855,0.23126175999641418,0.43222561478614807
1,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and is boring.
A:",0.741388738155365,0.21079294383525848,0.3832869529724121
2,"Q: Which is more likely?
1. Michael is an accountant and is careful.
2. Michael is an accountant.
A:",0.693996787071228,1.5448274612426758,1.0765165090560913
3,"Q: Which is more likely?
1. Michael is an accountant and is boring.
2. Michael is an accountant.
A:",0.6394374370574951,1.4249558448791504,1.2000384330749512
4,"Question: Which is more likely?
A. Michael is an accountant.
B. Michael is an accountant and is careful.
Answer:",1.1767207384109497,1.1550347805023193,0.6050631403923035
5,"Question: Which is more likely?
A. Michael is an accountant.
B. Michael is an accountant and is boring.
Answer:",1.4487665891647339,0.9776580929756165,0.5311188697814941
6,"Question: Which is more likely?
A. Michael is an accountant and is careful.
B. Michael is an accountant.
Answer:",0.41701290011405945,0.38729891180992126,0.7818878293037415
7,"Question: Which is more likely?
A. Michael is an accountant and is boring.
B. Michael is an accountant.
Answer:",0.24278990924358368,0.4239288568496704,0.6892732381820679
8,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and Michael is careful.
A:",0.6908714771270752,0.23566006124019623,0.4133462905883789
9,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and Michael is boring.
A:",0.702023446559906,0.2309006154537201,0.39556223154067993
10,"Q: Which is more likely?
1. Michael is an accountant and Michael is careful.
2. Michael is an accountant.
A:",0.6986171007156372,1.6543810367584229,1.0623654127120972
11,"Q: Which is more likely?
1. Michael is an accountant and Michael is boring.
2. Michael is an accountant.
A:",0.6439494490623474,1.5083818435668945,1.2134486436843872
12,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is careful and is an accountant.
A:",0.7164301872253418,0.23652371764183044,0.3606627583503723
13,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is boring and is an accountant.
A:",0.6936864256858826,0.2384488433599472,0.34856387972831726
