,text,gpt2-xl,gpt2-large,gpt2-medium,gpt2,gpt-neo-2.7B,gpt-neo-1.3B,gpt-neo-125M
0,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and is careful.
A:",0.224665030837059,0.2064331918954849,0.3774691820144653,0.3281762599945068,0.3861464560031891,0.2749019563198089,0.4962360560894012
1,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and is boring.
A:",0.2539538741111755,0.1844824105501175,0.3675658106803894,0.4123845100402832,0.354484349489212,0.227601557970047,0.4529228210449219
2,"Q: Which is more likely?
1. Michael is an accountant and is careful.
2. Michael is an accountant.
A:",1.5956950187683103,1.5651524066925049,1.1382135152816772,1.2020028829574585,1.1043100357055664,1.4157536029815674,0.91711163520813
3,"Q: Which is more likely?
1. Michael is an accountant and is boring.
2. Michael is an accountant.
A:",1.4069644212722778,1.646928071975708,1.2031877040863037,1.110773682594299,1.1776738166809082,1.4628782272338867,0.932043433189392
4,"Question: Which is more likely?
A. Michael is an accountant.
B. Michael is an accountant and is careful.
Answer:",1.4895036220550537,1.0128991603851318,1.3607566356658936,0.4839203655719757,1.01223886013031,0.8029105067253113,0.0644901841878891
5,"Question: Which is more likely?
A. Michael is an accountant.
B. Michael is an accountant and is boring.
Answer:",1.5793033838272097,1.2508676052093506,1.4353431463241575,0.5851187109947205,1.005607843399048,0.7904833555221558,0.1597891300916671
6,"Question: Which is more likely?
A. Michael is an accountant and is careful.
B. Michael is an accountant.
Answer:",0.279131680727005,0.3874982893466949,0.3220817744731903,0.9764626622200012,0.4345184564590454,0.5894994139671326,2.618129014968872
7,"Question: Which is more likely?
A. Michael is an accountant and is boring.
B. Michael is an accountant.
Answer:",0.2395074963569641,0.2525956928730011,0.264401376247406,0.8901059031486511,0.4357773661613464,0.5924588441848755,2.1047213077545166
8,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and Michael is careful.
A:",0.2284358590841293,0.2000728100538253,0.3809266984462738,0.3359321355819702,0.3586412072181701,0.2785463035106659,0.430068165063858
9,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and Michael is boring.
A:",0.2582065761089325,0.1802105605602264,0.3640736043453216,0.4083220362663269,0.3369908928871155,0.2242055684328079,0.3882412910461426
10,"Q: Which is more likely?
1. Michael is an accountant and Michael is careful.
2. Michael is an accountant.
A:",1.383786678314209,1.571163296699524,1.1271414756774902,1.198803424835205,1.075779676437378,1.369495153427124,0.9488869905471802
11,"Q: Which is more likely?
1. Michael is an accountant and Michael is boring.
2. Michael is an accountant.
A:",1.334237813949585,1.658885478973389,1.1636245250701904,1.1131699085235596,1.0742065906524658,1.4055421352386477,0.947657823562622
12,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is careful and is an accountant.
A:",0.2282458245754242,0.2013070881366729,0.3669255673885345,0.3427288830280304,0.380519151687622,0.3007270395755768,0.4987339973449707
13,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is boring and is an accountant.
A:",0.251577228307724,0.1658738702535629,0.3271169066429138,0.3947288990020752,0.3752840459346771,0.2074014991521835,0.4725384712219238
14,"Q: Which is more likely?
1. Michael is careful and is an accountant.
2. Michael is an accountant.
A:",1.6123206615447998,1.5697875022888184,1.14660906791687,1.2167768478393557,1.1129915714263916,1.2178388833999634,0.9220775365829468
15,"Q: Which is more likely?
1. Michael is boring and is an accountant.
2. Michael is an accountant.
A:",1.402143478393555,1.7121825218200684,1.2803014516830444,1.176742434501648,1.1245770454406738,1.3506872653961182,0.9422323703765868
16,"Q: Which is more likely to be true?
1. Michael is an accountant.
2. Michael is an accountant and is careful.
A:",0.2121006697416305,0.1777242720127105,0.3426358997821808,0.3049527704715729,0.3166789412498474,0.2321190983057022,0.4242693781852722
17,"Q: Which is more likely to be true?
1. Michael is an accountant.
2. Michael is an accountant and is boring.
A:",0.2383620589971542,0.1563914865255355,0.3357296884059906,0.3836365342140198,0.2963518500328064,0.1944323480129242,0.3853554427623749
18,"Q: Which is more likely to be true?
1. Michael is an accountant and is careful.
2. Michael is an accountant.
A:",1.6771773099899292,1.7022165060043335,1.2037537097930908,1.2857718467712402,1.2630488872528076,1.5899367332458496,1.0503618717193604
19,"Q: Which is more likely to be true?
1. Michael is an accountant and is boring.
2. Michael is an accountant.
A:",1.4926294088363647,1.8117327690124512,1.2667962312698364,1.1943740844726562,1.3416790962219238,1.683740735054016,1.0509823560714722
20,"Q: Which is more probable?
1. Michael is an accountant.
2. Michael is an accountant and is careful.
A:",0.2129731476306915,0.183409184217453,0.3592415750026703,0.3277367651462555,0.3667693436145782,0.2950471639633178,0.4950297474861145
21,"Q: Which is more probable?
1. Michael is an accountant.
2. Michael is an accountant and is boring.
A:",0.2288278639316558,0.1521772444248199,0.3530580401420593,0.4069887101650238,0.3467394411563873,0.2496156692504882,0.4440456628799438
22,"Q: Which is more probable?
1. Michael is an accountant and is careful.
2. Michael is an accountant.
A:",1.6438000202178955,1.648268699645996,1.1903250217437744,1.21478009223938,1.1251956224441528,1.3812916278839111,0.92846417427063
23,"Q: Which is more probable?
1. Michael is an accountant and is boring.
2. Michael is an accountant.
A:",1.4817286729812622,1.7969748973846436,1.251286268234253,1.1252236366271973,1.1748144626617432,1.3958640098571775,0.9491597414016724
24,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is an accountant.
2. Michael is an accountant and is careful.
A:",0.3009076714515686,0.1292015314102172,0.2608944773674011,0.3378742337226867,0.2770889699459076,0.2469876408576965,0.2983738780021667
25,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is an accountant.
2. Michael is an accountant and is boring.
A:",0.32014861702919,0.1168792843818664,0.2569318115711212,0.4109169840812683,0.2719187140464782,0.2266477793455124,0.2743901908397674
26,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is an accountant and is careful.
2. Michael is an accountant.
A:",1.3620800971984863,1.992676854133606,1.4242706298828125,1.2203880548477173,1.4212480783462524,1.6351890563964844,1.3379931449890137
27,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is an accountant and is boring.
2. Michael is an accountant.
A:",1.2511637210845947,2.134014368057251,1.4897751808166504,1.1559312343597412,1.4104299545288086,1.6727160215377808,1.3235859870910645
28,"Q: Which is more likely?
1. Michael is a celebrity.
2. Michael is a celebrity and is beautiful.
A:",0.2092398554086685,0.1689339876174926,0.2711218595504761,0.4416975677013397,0.3745663464069366,0.197715014219284,0.5249793529510498
29,"Q: Which is more likely?
1. Michael is a celebrity.
2. Michael is a celebrity and is rich.
A:",0.180156797170639,0.1741150319576263,0.259050041437149,0.3972384929656982,0.3915449976921081,0.2243062555789947,0.5091830492019653
30,"Q: Which is more likely?
1. Michael is a celebrity and is beautiful.
2. Michael is a celebrity.
A:",1.5544906854629517,1.6825898885726929,1.4052633047103882,1.0489658117294312,1.0319300889968872,1.5137453079223633,0.8851790428161621
