,text,ada,babbage,curie
0,"Q: Which is more likely to be true?
1. Christopher is a teacher.
2. Christopher is a teacher and is patient.
A:",0.49823594093322754,0.1882036328315735,0.33910804986953735
1,"Q: Which is more likely to be true?
1. Christopher is a teacher.
2. Christopher is a teacher and is strict.
A:",0.48211371898651123,0.19873274862766266,0.35963237285614014
2,"Q: Which is more likely to be true?
1. Christopher is a teacher and is patient.
2. Christopher is a teacher.
A:",0.9456965923309326,1.6501151323318481,1.2404415607452393
3,"Q: Which is more likely to be true?
1. Christopher is a teacher and is strict.
2. Christopher is a teacher.
A:",0.981060802936554,1.5823640823364258,1.2402147054672241
4,"Q: Which is more probable?
1. Christopher is a teacher.
2. Christopher is a teacher and is patient.
A:",0.5286580324172974,0.2323061227798462,0.28660067915916443
5,"Q: Which is more probable?
1. Christopher is a teacher.
2. Christopher is a teacher and is strict.
A:",0.5267767310142517,0.24925190210342407,0.3133963644504547
6,"Q: Which is more probable?
1. Christopher is a teacher and is patient.
2. Christopher is a teacher.
A:",0.8972623944282532,1.473946452140808,1.365920066833496
7,"Q: Which is more probable?
1. Christopher is a teacher and is strict.
2. Christopher is a teacher.
A:",0.9261156916618347,1.4114943742752075,1.3645676374435425
8,"Q: Which of 1 and 2 is more likely to be true?
1. Christopher is a teacher.
2. Christopher is a teacher and is patient.
A:",0.433552086353302,0.3669855296611786,0.3153383433818817
9,"Q: Which of 1 and 2 is more likely to be true?
1. Christopher is a teacher.
2. Christopher is a teacher and is strict.
A:",0.4193558692932129,0.4171254634857178,0.32301265001296997
10,"Q: Which of 1 and 2 is more likely to be true?
1. Christopher is a teacher and is patient.
2. Christopher is a teacher.
A:",1.0166738033294678,1.1581459045410156,1.216896414756775
11,"Q: Which of 1 and 2 is more likely to be true?
1. Christopher is a teacher and is strict.
2. Christopher is a teacher.
A:",1.046158790588379,1.1426440477371216,1.2558600902557373
12,"Q: Which is more likely?
1. Christopher is a banker.
2. Christopher is a banker and is rich.
A:",0.726727306842804,0.18111148476600647,0.3870106041431427
13,"Q: Which is more likely?
1. Christopher is a banker.
2. Christopher is a banker and is wealthy.
A:",0.7813876271247864,0.17572849988937378,0.38107502460479736
14,"Q: Which is more likely?
1. Christopher is a banker and is rich.
2. Christopher is a banker.
A:",0.656351625919342,1.8630521297454834,1.0971648693084717
15,"Q: Which is more likely?
1. Christopher is a banker and is wealthy.
2. Christopher is a banker.
A:",0.6004966497421265,1.8411459922790527,1.087473750114441
16,"Question: Which is more likely?
A. Christopher is a banker.
B. Christopher is a banker and is rich.
Answer:",1.0668208599090576,0.8618842959403992,0.6517934203147888
17,"Question: Which is more likely?
A. Christopher is a banker.
B. Christopher is a banker and is wealthy.
Answer:",1.0627437829971313,0.8703446388244629,0.6264020800590515
18,"Question: Which is more likely?
A. Christopher is a banker and is rich.
B. Christopher is a banker.
Answer:",0.436959832906723,0.5785659551620483,0.7794015407562256
19,"Question: Which is more likely?
A. Christopher is a banker and is wealthy.
B. Christopher is a banker.
Answer:",0.4319172203540802,0.5719106793403625,0.8031328916549683
20,"Q: Which is more likely?
1. Christopher is a banker.
2. Christopher is a banker and Christopher is rich.
A:",0.6987041234970093,0.18895678222179413,0.3791995346546173
21,"Q: Which is more likely?
1. Christopher is a banker.
2. Christopher is a banker and Christopher is wealthy.
A:",0.7592408657073975,0.18541495501995087,0.3871978223323822
22,"Q: Which is more likely?
1. Christopher is a banker and Christopher is rich.
2. Christopher is a banker.
A:",0.6450279951095581,1.8570094108581543,1.1313202381134033
23,"Q: Which is more likely?
1. Christopher is a banker and Christopher is wealthy.
2. Christopher is a banker.
A:",0.6018928289413452,1.7727278470993042,1.1045584678649902
24,"Q: Which is more likely?
1. Christopher is a banker.
2. Christopher is rich and is a banker.
A:",0.6993739008903503,0.18996423482894897,0.37540116906166077
25,"Q: Which is more likely?
1. Christopher is a banker.
2. Christopher is wealthy and is a banker.
A:",0.7489376068115234,0.18756653368473053,0.3633723556995392
26,"Q: Which is more likely?
1. Christopher is rich and is a banker.
2. Christopher is a banker.
A:",0.6926475763320923,1.8468453884124756,1.1327296495437622
27,"Q: Which is more likely?
1. Christopher is wealthy and is a banker.
2. Christopher is a banker.
A:",0.6463093161582947,1.8029996156692505,1.0871949195861816
28,"Q: Which is more likely to be true?
1. Christopher is a banker.
2. Christopher is a banker and is rich.
A:",0.6314871311187744,0.16416217386722565,0.3804568946361542
