,text,gpt2-xl,gpt2-large,gpt2-medium,gpt2
0,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and is careful.
A:",0.22466503083705902,0.20643319189548492,0.37746918201446533,0.32817625999450684
1,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and is boring.
A:",0.25395387411117554,0.1844824105501175,0.3675658106803894,0.4123845100402832
2,"Q: Which is more likely?
1. Michael is an accountant and is careful.
2. Michael is an accountant.
A:",1.5956950187683105,1.5651524066925049,1.1382135152816772,1.2020028829574585
3,"Q: Which is more likely?
1. Michael is an accountant and is boring.
2. Michael is an accountant.
A:",1.4069644212722778,1.646928071975708,1.2031877040863037,1.1107736825942993
4,"Question: Which is more likely?
A. Michael is an accountant.
B. Michael is an accountant and is careful.
Answer:",1.4895036220550537,1.0128991603851318,1.3607566356658936,0.4839203655719757
5,"Question: Which is more likely?
A. Michael is an accountant.
B. Michael is an accountant and is boring.
Answer:",1.5793033838272095,1.2508676052093506,1.4353431463241577,0.5851187109947205
6,"Question: Which is more likely?
A. Michael is an accountant and is careful.
B. Michael is an accountant.
Answer:",0.279131680727005,0.38749828934669495,0.3220817744731903,0.9764626622200012
7,"Question: Which is more likely?
A. Michael is an accountant and is boring.
B. Michael is an accountant.
Answer:",0.2395074963569641,0.2525956928730011,0.264401376247406,0.8901059031486511
8,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and Michael is careful.
A:",0.22843585908412933,0.20007281005382538,0.3809266984462738,0.3359321355819702
9,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is an accountant and Michael is boring.
A:",0.2582065761089325,0.18021056056022644,0.36407360434532166,0.4083220362663269
10,"Q: Which is more likely?
1. Michael is an accountant and Michael is careful.
2. Michael is an accountant.
A:",1.383786678314209,1.571163296699524,1.1271414756774902,1.198803424835205
11,"Q: Which is more likely?
1. Michael is an accountant and Michael is boring.
2. Michael is an accountant.
A:",1.334237813949585,1.6588854789733887,1.1636245250701904,1.1131699085235596
12,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is careful and is an accountant.
A:",0.2282458245754242,0.20130708813667297,0.36692556738853455,0.3427288830280304
13,"Q: Which is more likely?
1. Michael is an accountant.
2. Michael is boring and is an accountant.
A:",0.251577228307724,0.16587387025356293,0.3271169066429138,0.3947288990020752
14,"Q: Which is more likely?
1. Michael is careful and is an accountant.
2. Michael is an accountant.
A:",1.6123206615447998,1.5697875022888184,1.1466090679168701,1.2167768478393555
15,"Q: Which is more likely?
1. Michael is boring and is an accountant.
2. Michael is an accountant.
A:",1.4021434783935547,1.7121825218200684,1.2803014516830444,1.176742434501648
16,"Q: Which is more likely to be true?
1. Michael is an accountant.
2. Michael is an accountant and is careful.
A:",0.21210066974163055,0.17772427201271057,0.3426358997821808,0.3049527704715729
17,"Q: Which is more likely to be true?
1. Michael is an accountant.
2. Michael is an accountant and is boring.
A:",0.23836205899715424,0.15639148652553558,0.3357296884059906,0.3836365342140198
18,"Q: Which is more likely to be true?
1. Michael is an accountant and is careful.
2. Michael is an accountant.
A:",1.6771773099899292,1.7022165060043335,1.2037537097930908,1.2857718467712402
19,"Q: Which is more likely to be true?
1. Michael is an accountant and is boring.
2. Michael is an accountant.
A:",1.4926294088363647,1.8117327690124512,1.2667962312698364,1.1943740844726562
20,"Q: Which is more probable?
1. Michael is an accountant.
2. Michael is an accountant and is careful.
A:",0.21297314763069153,0.183409184217453,0.3592415750026703,0.3277367651462555
21,"Q: Which is more probable?
1. Michael is an accountant.
2. Michael is an accountant and is boring.
A:",0.22882786393165588,0.15217724442481995,0.3530580401420593,0.4069887101650238
22,"Q: Which is more probable?
1. Michael is an accountant and is careful.
2. Michael is an accountant.
A:",1.6438000202178955,1.648268699645996,1.1903250217437744,1.2147800922393799
23,"Q: Which is more probable?
1. Michael is an accountant and is boring.
2. Michael is an accountant.
A:",1.4817286729812622,1.7969748973846436,1.251286268234253,1.1252236366271973
24,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is an accountant.
2. Michael is an accountant and is careful.
A:",0.3009076714515686,0.12920153141021729,0.2608944773674011,0.33787423372268677
25,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is an accountant.
2. Michael is an accountant and is boring.
A:",0.32014861702919006,0.11687928438186646,0.2569318115711212,0.4109169840812683
26,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is an accountant and is careful.
2. Michael is an accountant.
A:",1.3620800971984863,1.992676854133606,1.4242706298828125,1.2203880548477173
27,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is an accountant and is boring.
2. Michael is an accountant.
A:",1.2511637210845947,2.134014368057251,1.4897751808166504,1.1559312343597412
28,"Q: Which is more likely?
1. Michael is a celebrity.
2. Michael is a celebrity and is beautiful.
A:",0.20923985540866852,0.16893398761749268,0.2711218595504761,0.4416975677013397
29,"Q: Which is more likely?
1. Michael is a celebrity.
2. Michael is a celebrity and is rich.
A:",0.18015679717063904,0.17411503195762634,0.25905004143714905,0.39723849296569824
30,"Q: Which is more likely?
1. Michael is a celebrity and is beautiful.
2. Michael is a celebrity.
A:",1.5544906854629517,1.6825898885726929,1.4052633047103882,1.0489658117294312
31,"Q: Which is more likely?
1. Michael is a celebrity and is rich.
2. Michael is a celebrity.
A:",1.6391210556030273,1.6871037483215332,1.4288098812103271,1.1365082263946533
32,"Question: Which is more likely?
A. Michael is a celebrity.
B. Michael is a celebrity and is beautiful.
Answer:",1.5464684963226318,0.8252431750297546,1.0617984533309937,0.49001455307006836
33,"Question: Which is more likely?
A. Michael is a celebrity.
B. Michael is a celebrity and is rich.
Answer:",1.5349454879760742,0.8106293082237244,1.0738345384597778,0.5068856477737427
34,"Question: Which is more likely?
A. Michael is a celebrity and is beautiful.
B. Michael is a celebrity.
Answer:",0.2219666987657547,0.48075634241104126,0.42355993390083313,1.0164337158203125
35,"Question: Which is more likely?
A. Michael is a celebrity and is rich.
B. Michael is a celebrity.
Answer:",0.2212207168340683,0.5052698850631714,0.4273723065853119,1.0065107345581055
36,"Q: Which is more likely?
1. Michael is a celebrity.
2. Michael is a celebrity and Michael is beautiful.
A:",0.22952108085155487,0.15080265700817108,0.2845616638660431,0.437296599149704
37,"Q: Which is more likely?
1. Michael is a celebrity.
2. Michael is a celebrity and Michael is rich.
A:",0.19517925381660461,0.1635836660861969,0.2750728130340576,0.3957052528858185
38,"Q: Which is more likely?
1. Michael is a celebrity and Michael is beautiful.
2. Michael is a celebrity.
A:",1.4173719882965088,1.7502381801605225,1.31757652759552,1.0529654026031494
39,"Q: Which is more likely?
1. Michael is a celebrity and Michael is rich.
2. Michael is a celebrity.
A:",1.4979424476623535,1.7121602296829224,1.339877724647522,1.1432645320892334
40,"Q: Which is more likely?
1. Michael is a celebrity.
2. Michael is beautiful and is a celebrity.
A:",0.2222757190465927,0.13985386490821838,0.26852017641067505,0.41766589879989624
41,"Q: Which is more likely?
1. Michael is a celebrity.
2. Michael is rich and is a celebrity.
A:",0.1823665052652359,0.14928603172302246,0.25919291377067566,0.35976913571357727
42,"Q: Which is more likely?
1. Michael is beautiful and is a celebrity.
2. Michael is a celebrity.
A:",1.524209976196289,1.8634828329086304,1.4045493602752686,1.038684368133545
43,"Q: Which is more likely?
1. Michael is rich and is a celebrity.
2. Michael is a celebrity.
A:",1.6307034492492676,1.8599966764450073,1.4421346187591553,1.195427417755127
44,"Q: Which is more likely to be true?
1. Michael is a celebrity.
2. Michael is a celebrity and is beautiful.
A:",0.18568499386310577,0.13968563079833984,0.2654578685760498,0.40632081031799316
45,"Q: Which is more likely to be true?
1. Michael is a celebrity.
2. Michael is a celebrity and is rich.
A:",0.1651545763015747,0.14174483716487885,0.2584916949272156,0.36906546354293823
46,"Q: Which is more likely to be true?
1. Michael is a celebrity and is beautiful.
2. Michael is a celebrity.
A:",1.67507004737854,1.8373892307281494,1.402207374572754,1.1261308193206787
47,"Q: Which is more likely to be true?
1. Michael is a celebrity and is rich.
2. Michael is a celebrity.
A:",1.754429817199707,1.8452858924865723,1.408299207687378,1.2078371047973633
48,"Q: Which is more probable?
1. Michael is a celebrity.
2. Michael is a celebrity and is beautiful.
A:",0.1943775862455368,0.16132989525794983,0.2622852623462677,0.4398210942745209
49,"Q: Which is more probable?
1. Michael is a celebrity.
2. Michael is a celebrity and is rich.
A:",0.17494270205497742,0.16791196167469025,0.2517983019351959,0.3923361301422119
50,"Q: Which is more probable?
1. Michael is a celebrity and is beautiful.
2. Michael is a celebrity.
A:",1.6076393127441406,1.7245452404022217,1.4210628271102905,1.0625371932983398
51,"Q: Which is more probable?
1. Michael is a celebrity and is rich.
2. Michael is a celebrity.
A:",1.6805554628372192,1.729667067527771,1.4316480159759521,1.1539037227630615
52,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a celebrity.
2. Michael is a celebrity and is beautiful.
A:",0.2755546569824219,0.1076989695429802,0.22443066537380219,0.41210097074508667
53,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a celebrity.
2. Michael is a celebrity and is rich.
A:",0.24039407074451447,0.10961887985467911,0.21938253939151764,0.38009127974510193
54,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a celebrity and is beautiful.
2. Michael is a celebrity.
A:",1.3749216794967651,2.121952533721924,1.5778121948242188,1.0896897315979004
55,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a celebrity and is rich.
2. Michael is a celebrity.
A:",1.4876567125320435,2.1336262226104736,1.5654267072677612,1.1523686647415161
56,"Q: Which is more likely?
1. Michael is a firefighter.
2. Michael is a firefighter and is brave.
A:",0.2123579978942871,0.13194501399993896,0.3223339915275574,0.3761374056339264
