index,logodds_difference,correct,total_logprob
0,0.9196435213088989,1,-0.6235059052705765
1,0.6948070526123047,0,-0.5646212100982666
2,0.9505823850631714,1,-0.5506041049957275
3,0.5130521655082703,0,-0.6773695349693298
4,0.2608126401901245,1,-1.0187631845474243
5,0.43811988830566406,0,-0.811787486076355
6,0.3416479825973511,1,-1.2855912744998932
7,0.44804179668426514,0,-0.9296061098575592
8,0.10512173175811768,1,-0.9417246580123901
9,0.3436291217803955,0,-0.872223973274231
10,0.0733262300491333,1,-0.9708629548549652
11,0.2230679988861084,1,-0.8867287635803223
12,0.4997764825820923,1,-1.0444092750549316
13,0.41107189655303955,0,-0.8342403173446655
14,0.6278930902481079,1,-0.8285516947507858
15,0.49752211570739746,0,-0.7915858924388885
16,1.0138475894927979,1,-1.07562056183815
17,0.4886818528175354,0,-0.8004124760627747
18,0.06569850444793701,1,-0.8712655901908875
19,0.20008647441864014,0,-0.8058398962020874
20,0.240631103515625,1,-1.0535419285297394
21,0.3311251997947693,0,-0.7097959816455841
22,0.6526820659637451,1,-1.349934160709381
23,0.4419040083885193,1,-0.7977887988090515
24,0.2901381254196167,1,-1.1163069009780884
25,0.7282603979110718,0,-1.3210235834121704
26,0.22391414642333984,1,-1.0157785713672638
27,0.5268213748931885,0,-0.9770216047763824
28,0.24998080730438232,0,-1.0230964124202728
29,0.4664134979248047,1,-0.8822383284568787
30,0.040050387382507324,1,-0.9068024456501007
31,0.43930041790008545,0,-0.7600281238555908
32,0.4281501770019531,1,-0.8130807280540466
33,0.1714707612991333,0,-0.9355773627758026
34,0.5578643083572388,1,-0.772909477353096
35,0.41335099935531616,0,-0.6880869269371033
36,1.6758922338485718,1,-1.6646239757537842
37,0.5324068069458008,1,-1.1159903407096863
38,0.170904278755188,1,-1.0708569288253784
39,0.17263686656951904,0,-0.9853571951389313
