index,logodds_difference,correct,total_logprob
0,3.8048601150512695,0,-0.8115631341934204
1,0.525132417678833,1,-0.7283772528171539
2,2.6659483909606934,1,-0.6328902244567871
3,0.9324556589126587,1,-0.7141444087028503
4,2.060976028442383,1,-0.8934597373008728
5,0.02047717571258545,1,-0.906225174665451
6,1.3456319570541382,0,-1.2581872940063477
7,0.1560286283493042,1,-0.9882264137268066
8,2.5041732788085938,1,-0.8568831980228424
9,0.7129076719284058,1,-0.7652899324893951
10,2.1800663471221924,1,-0.7827779203653336
11,0.2856048345565796,1,-0.8736432790756226
12,1.0670874118804932,1,-0.991745799779892
13,0.039093852043151855,1,-0.9899634122848511
14,2.893187999725342,0,-1.113714337348938
15,0.758195161819458,1,-0.7412201464176178
16,1.7524224519729614,1,-1.0801280438899994
17,0.31821441650390625,1,-0.762540340423584
18,0.8971494436264038,0,-0.9257179498672485
19,0.7694228887557983,0,-0.8239435255527496
20,0.8892898559570312,1,-0.6486062705516815
21,0.08092939853668213,1,-0.9309109449386597
22,2.640134572982788,1,-1.4241010546684265
23,0.4505246877670288,1,-1.6069518327713013
24,1.478867530822754,1,-0.6927351653575897
25,0.16734528541564941,1,-1.9815908074378967
26,1.9027743339538574,0,-0.6801159083843231
27,1.1861779689788818,1,-1.0678148865699768
28,0.03570663928985596,1,-0.7475178837776184
29,0.8461532592773438,1,-1.0171698331832886
30,1.2405115365982056,0,-0.8620848655700684
31,0.93906569480896,1,-0.9886601567268372
32,1.0210970640182495,0,-0.7377928793430328
33,1.4116603136062622,1,-1.1069574356079102
34,1.9278233051300049,1,-0.40919528901576996
35,0.7357974052429199,1,-0.6409732103347778
36,1.434363603591919,1,-1.57883620262146
37,0.4812450408935547,1,-0.8206778466701508
38,1.2541483640670776,1,-0.9269550442695618
39,2.0674262046813965,0,-0.7288269400596619
