index,estimate
0,4.279197
1,3.2366586
2,0.272206
3,1.0373145
4,2.479708
5,2.7469109795
6,1.3981844
7,0.32538519850000003
8,1.7944893
9,4.993238
10,1.4068255
11,4.661435
12,0.88740605
13,5.839427440420001
14,2.555738
15,7.29375
16,0.5677448
17,0.8728594
18,2.6608849
19,2.9643974
20,0.27270874
21,1.538457
22,5.770626
23,1.2753102
24,1.5446332
25,1.7486844
26,1.4715017
27,6.0099535
28,2.5836735
29,2.58226
30,1.3339053
31,5.359172
32,1.8275793
33,1.6052632
34,4.0439315
35,0.17996179
36,1.7655015
37,5.4023957
38,3.5678012
39,1.8119684
40,0.1995381003
41,0.24306527
42,3.1070561
43,1.4416542
44,2.7680534839999997
45,6.821692
46,6.595955
47,1.1088066
48,0.14038457
49,0.8927102
50,1.9033521
51,8.675523
52,3.025743
53,2.0991895
54,0.9805038
55,2.0609584
56,2.070438
57,1.364647
58,1.6891441
59,0.15922706
60,3.2195063
61,4.852585041
62,3.4450339359999997
63,0.09471653
64,0.32832158
65,1.872181
66,1.4085766
67,1.7940274
68,2.1297486
69,1.420998
70,2.893919092
71,1.3283395
72,1.4949196688000002
73,5.2749267
74,4.118929339
75,0.9134708
76,1.5162166
77,1.042406
78,2.6870477
79,0.7260695
80,0.7793123
81,2.5223496
82,1.0498687
83,2.3717885
84,11.527282
85,0.052857112
86,5.363368
87,1.5254083
88,1.3930532
89,6.255584
90,9.3701243417
91,9.194464
92,4.2369432
93,2.4488165
94,1.5057459
95,1.0761428
96,1.1037173
97,1.3792598
98,1.402569645
99,0.8726917
100,0.3895114
101,0.26250866
102,5.1908164
103,3.3880515
104,1.2013001
105,0.61032766
106,1.1077465869999998
107,1.5373217
108,0.5476515
109,7.5654755
110,0.8719965377000001
111,0.091901086
112,0.8016619645
113,0.46523446999999996
114,1.1781284
115,0.6978165
116,0.097970404
117,0.5468693
118,1.96407
119,5.3348055
120,1.9896791
121,1.4342139
122,2.5208217725999997
123,2.9522562
124,0.7633094
125,2.7790815
126,2.22749012
127,0.3328344
128,2.153371
129,0.59914124
130,5.4447546
131,0.6310389924
132,1.1240976
133,0.4935208
134,0.6853470253
135,1.3186897
136,0.43980533
137,2.1735506
138,1.717114
139,1.689878
140,0.31309515
141,1.1280392
142,2.9187293
143,1.410152
144,7.7966056
145,0.13924563
146,2.2451627
147,1.5679166
148,1.0352066
149,5.230197
150,0.31312132
151,0.9969896144
152,1.9456035
153,0.9682594
154,0.44767728
155,5.8976936
156,1.9663413
157,5.26910264
158,0.21498805
159,1.9055722
160,1.3130981
161,0.307766
162,1.7114250927999999
163,3.665343215
164,1.8577125
165,0.6808878
166,1.1538473
167,2.919163
168,4.8279667
169,2.911862
170,0.12401112
171,1.0391841
172,4.0428184625000005
173,1.5286264
174,8.36174
175,0.64560103
176,2.1797533
177,1.2137809560000001
178,1.1486222
179,0.4235592
180,0.1915514188
181,0.37166209029999997
182,5.654868
183,4.151989
184,0.55098176
185,3.8730876
186,0.10043595562999999
187,2.59996376
188,7.429745
189,0.5977311
190,2.8765934
191,1.90341390634
192,1.553237241
193,1.2098362
194,0.84578631
195,0.82948846
196,1.6456656
197,0.30408919096000003
198,1.220278512
199,2.2834024223
200,4.186782325999999
201,1.4675049
202,0.33025423
203,1.6423395
204,2.4053763509999997
205,7.220571
206,1.0616685
207,0.65012705
208,3.4179397
209,0.552105831
210,2.9748528
211,2.113667787
212,0.92992985
213,0.49566326
214,0.49522942
215,7.7086287
216,0.17303264
217,4.1709466
218,0.3842969725
219,1.1241878596
220,1.5265214
221,0.20712918
222,3.4564686
223,2.7364829
224,1.581754085
225,0.12180549
226,1.0558807
227,0.5405851245
228,2.1789443
229,0.052900027
230,0.40848068899999995
231,5.53875
232,1.9790672
233,14.439034
234,6.5734105
235,1.88069561786
236,4.6756834223
237,5.098524
238,1.1742811
239,7.868416
240,0.59817
241,7.448396065
242,0.198825
243,0.995522
244,3.2195016835000003
245,2.3585405
246,0.9133983
247,1.0029832
248,1.107599772
249,0.8870741
250,0.516274
251,3.4510188
252,2.0292304
253,0.690133
254,3.171498359
255,0.5784903
256,2.305778407
257,2.5064743
258,0.30672336
259,2.392031
260,1.0328054
261,0.4544116
262,4.5384755
263,0.58982900448
264,7.5190616
265,0.20164886
266,1.2474183
267,1.492210644
268,0.34904931100000003
269,4.057189446
270,3.7944638583
271,1.8968114
272,7.921441
273,3.9574747
274,2.1152005
275,4.128458
276,0.445615387
277,1.5334532
278,2.977948
279,3.8930116
280,2.55921317
281,0.26239002
282,1.76106726
283,0.09611505
284,3.7220955
285,1.0642804
286,0.7917195536399999
287,0.956416
288,2.7064889
289,0.7213104
290,7.0809217884999995
291,2.3712416
292,0.38870308
293,0.83036052924
294,5.187264
295,0.8360237317000001
296,6.8474693
297,1.6103297
298,3.419866282
299,0.1676732297
300,0.40121967
301,5.4624456676
302,2.5419927
303,3.97006799
304,2.10926
305,0.42691666883999996
306,3.6106917275
307,7.6301947
308,1.0654867
309,1.7806946
310,7.036813
311,2.0516770176
312,1.1898003
313,9.066992
314,0.492126812
315,1.3853588491
316,2.9781199
317,0.918524342
318,1.9856854386
319,1.3389723
320,0.2052446687
321,0.5267076
322,0.90376985
323,6.217927
324,2.759195
325,6.5906243
326,0.6190031
327,0.14536339
328,4.4545584
329,0.170125837
330,1.4382266
331,4.6816363
332,3.0175865
333,0.31447098
334,2.7227056
335,1.667968887
336,0.98298746
337,4.1451664
338,4.404122
339,1.0206437
340,4.2854238
341,0.6036776
342,1.0624448945
343,0.9243369
344,0.53511137
345,5.5077276
346,2.6657639
347,0.011131764
348,0.5984652
349,2.1829798
350,0.15388133
351,2.7389257970000003
352,0.62363297
353,1.1775134
354,3.9271984
355,0.79928486
356,1.8191859879999999
357,5.0599856
358,3.5558715
359,0.42023756834000003
360,0.6543071
361,4.925706
362,1.1468042
363,8.700021
364,1.252145825
365,3.462221
366,0.5225614849000001
367,1.2755224
368,0.9514965165
369,1.2497563
370,1.69194658363
371,1.5293577208
372,2.1465263500000002
373,5.6615512500000005
374,0.8396122
375,6.1684985
376,2.6867697
377,0.5852242
378,0.93120176
379,2.7720754
380,0.439453769
381,5.2386126488
382,1.8756249
383,2.452295
384,3.389911
385,1.910190727
386,13.135255485000002
387,0.8162588
388,0.7438365690000001
389,4.9271345
390,9.53529
391,6.637933
392,1.2009351799999999
393,1.5977405
394,2.772749
395,2.480145055
396,2.4924176
397,1.3688637
398,1.7897829
399,3.3034434204
400,2.1703188
401,4.639960868000001
402,2.0594683
403,4.570438
404,4.048163
405,1.2781677
406,1.7620684
407,0.9819950464
408,2.5278637
409,1.301494006
410,2.7660954
411,1.6438278
412,2.118057
413,1.1528313
414,1.4705782
415,1.9538621
416,5.426633
417,1.5701557
418,1.5671798
419,5.678102
420,1.0796143
421,2.2943518
422,0.6797439
423,1.9906312
424,1.2672313
425,1.9242921
426,9.639418579808
427,0.97164845
428,0.19916575
429,3.3971913
430,7.3311787
431,1.4549761
432,1.5812486
433,1.946795
434,1.4571155
435,0.70200753
436,0.8590338
437,4.2659087
438,0.30121642
439,1.772225422
440,4.946148369
441,0.695240552
442,1.938782
443,1.1703853468999998
444,0.82468814
445,2.8479834
446,3.1461122
447,4.6450467
448,7.068363
449,5.1261727200000005
450,3.0894933
451,1.1183401
452,0.941506274
453,0.65610635
454,0.5676362
455,6.199968
456,0.97974837
457,1.663501788
458,2.1437912
459,2.711533
460,0.39386867411
461,2.8192942
462,2.673337
463,3.9686618
464,2.0153008
465,3.5421665709999997
466,0.1510618
467,1.201453
468,4.0729938
469,1.5586319
470,2.5336308
471,0.386369406
472,1.8579318295
473,1.0089834
474,1.1185138
475,3.00224077
476,0.81558746
477,4.2011533
478,0.19489747
479,0.13268144
480,12.700624
481,3.4899232
482,0.20048961705999999
483,0.28553922765
484,1.9729446431
485,7.6473784
486,2.2467854
487,5.2413945
488,0.25849944
489,0.904226455
490,4.7951417
491,3.2457957
492,0.28339458
493,3.8784943
494,0.56184906
495,7.0327983
496,1.137252437
497,1.5410678
498,1.7434605
499,2.15466
500,0.39779785
501,2.9695377
502,1.29147097758
503,1.714636805
504,5.1249385
505,2.5398974
506,4.6179514
507,5.31501411
508,2.3732827
509,1.3037818663
510,0.07333595
511,1.0654596
512,3.9524107
513,3.3304303
514,3.834339
515,0.7010207980000001
516,3.899567394
517,3.5316486
518,0.6034797
519,1.1698277536
520,6.9718914
521,1.2521726
522,7.2993727
523,3.0205753
524,0.07032332250000001
525,1.1218487
526,0.9556029
527,3.4248521
528,0.5744566
529,0.81778506
530,5.1330686
531,0.17032306
532,1.1812159
533,1.5336032002
534,1.0303755
535,3.7935711519999997
536,0.3078707593
537,0.18565356797
538,0.1353552
539,1.1817973
540,0.5783371
541,1.735618159
542,0.362938046
543,0.98703086
544,3.0444448
545,0.9340786
546,1.3096021
547,1.8320913
548,0.255448
549,4.4766273
550,0.08896353
551,2.300872035
552,0.34354447416
553,1.4478291
554,2.1268206
555,1.5179992
556,6.775576
557,3.7242584
558,1.2803014640000001
559,4.5364
560,0.94301325
561,0.29379922
562,0.618056763
563,2.7355802
564,0.116006315
565,0.6531483
566,2.8902302
567,1.6593273746000001
568,2.0482628
569,4.111881192
570,3.4606795
571,1.5660088
572,2.819359
573,6.0849032
574,2.1386974
575,1.8954664
576,4.3879952
577,4.0751834
578,1.292184908
579,0.44024068499999996
580,3.9134557
581,0.5531595
582,4.639409
583,1.740132781
584,0.853458252
585,5.5699897
586,3.0932844
587,0.030386012
588,0.035168394
589,2.827431494
590,1.6725245
591,2.1392484
592,5.415976
593,8.79496625604
594,1.0407916
595,1.3016236
596,1.8673176
597,0.3842121
598,4.072363
599,5.2492557
600,2.7099211
601,1.0772867
602,5.2672158
603,6.9299603
604,1.5680672
605,2.005233036
606,2.760006
607,0.024585368
608,2.8101819
609,2.639226513
610,0.310209
611,4.077823
612,0.7933816
613,0.3558138
614,0.23090434
615,0.60540855
616,0.5894378
617,0.7469173399999999
618,1.1378767
619,1.8237153
620,2.2170971390000003
621,4.7622895
622,1.7686434
623,3.0985706
624,3.8912644
625,0.3821956803
626,1.8497733
627,0.8056376
628,11.626169
629,8.02988
630,0.34300384
631,0.7488822
632,3.6570792
633,0.09709507
634,4.5804586
635,0.2910878224
636,2.12797922
637,2.8276799
638,5.923146456586
639,2.1763864
640,3.8669002
641,6.02848141233
642,2.7665231
643,0.45971129060000004
644,2.1762838
645,1.6221445
646,0.27407312739999995
647,0.4057901
648,1.1983793
649,2.2505883
650,1.421043
651,4.478841
652,4.9825263
653,1.998223761
654,6.075075
655,1.9118305
656,1.1355741
657,3.4258077
658,0.501304144
659,1.8041054
660,7.371031
661,5.1647496
662,3.5460696
663,5.5622163
664,1.6479892
665,2.8186333
666,1.1996822
667,4.81832
668,0.38261506
669,1.6318463
670,1.7713072
671,4.1389217
672,3.5308247
673,6.192166
674,3.8764112
675,1.0971866
676,2.8809786
677,1.3108050998
678,0.9158995
679,1.9929024128
680,1.792675199
681,2.224336
682,1.1862428
683,1.8608608
684,3.649593065
685,3.8091812
686,1.5461738
687,3.005930187
688,2.4515212
689,0.89270383
690,4.7277327
691,0.20363206
692,0.77692884
693,1.3650174
694,2.19705926
695,2.5902327450000002
696,0.017525189
697,1.188422
698,0.28313333
699,2.1775978
700,2.5897355
701,2.8763933
702,1.0562425
703,1.1217955
704,0.8653743
705,1.720207
706,2.2074375
707,2.122083
708,0.5701801
709,4.074852
710,0.3756391
711,3.536524
712,1.6897933
713,0.032426737
714,0.23165813
715,3.1659684
716,0.50682
717,5.7273593
718,2.210264
719,1.149799
720,0.66524667
721,3.68821627
722,0.5682434000000001
723,3.9292305
724,1.4901305
725,0.3820351
726,1.3902155
727,8.032661
728,10.379135
729,1.3271445
730,0.45064136
731,2.1286085
732,4.590710592000001
733,3.019755
734,0.6040265
735,4.7300067
736,0.45850037657
737,1.1090672
738,2.5236316
739,2.1810098
740,1.5676718
741,6.930965
742,5.8078014
743,6.795408
744,8.818318
745,0.058570404
746,1.0846211
747,1.5169863499999998
748,3.4012413
749,1.474725
750,1.599101
751,2.1432323
752,4.98612
753,0.73689854
754,5.8693523
755,3.8396513
756,0.59425604
757,0.89221275
758,2.747486
759,2.9093146
760,1.0669458
761,1.876882
762,0.37705886
763,3.9336498
764,0.5496776
765,0.43189768100000003
766,5.364371
767,5.930200407
768,0.17792242974
769,1.6958302
770,2.6321886
771,0.036183085
772,0.16147582
773,1.37829504
774,2.891388
775,1.7597586
776,1.1335413683
777,1.0640339
778,3.8344572
779,0.303185
780,0.45442045
781,0.65678704
782,3.1416907
783,2.0777357
784,7.5983324
785,1.548058286
786,5.484484
787,4.6161423
788,1.0982735
789,2.354329
790,0.8766721
791,2.240443114
792,4.34669506
793,1.364751
794,0.7907033429
795,1.4750743
796,2.4701186539999997
797,3.002126246
798,3.7031991
799,5.0634394
800,1.8092363200000001
801,1.5663782
802,0.32291403
803,1.1989979
804,5.47661
805,2.543128473
806,9.589327
807,0.629405
808,1.4119448334
809,1.2594013
810,3.6999383
811,0.4438998596
812,6.072453830000001
813,3.0465467
814,0.5656720265999999
815,2.747073376
816,0.46785576700000003
817,1.0666212
818,1.7287229
819,1.4469134
820,1.3537971
821,0.2617903685
822,4.1705694
823,1.2278914
824,4.873049
825,2.4845273
826,0.903499667
827,0.1951552
828,2.9990144
829,1.5760736
830,2.7616413
831,1.2910417
832,1.8758469
833,5.514744
834,3.361293
835,3.825672
836,0.6974549
837,1.8521951
838,0.2102101367
839,2.002343
840,0.87316096
841,0.0820424421
842,4.123811
843,0.17723808
844,2.289702
845,4.9040956
846,1.5583278
847,0.5020549
848,0.015461048
849,0.8502404
850,0.75365776
851,4.881532
852,2.2501647
853,0.901830683
854,0.6542122
855,0.30036634044000005
856,0.0319193
857,1.8643471
858,1.7065061
859,6.301129
860,0.31568253
861,2.7153692530000004
862,0.5025482
863,1.2095308
864,1.2885993
865,0.79350454
866,3.1991844
867,2.8281229
868,2.5859258
869,3.4476578
870,1.7552122
871,0.16615821690000002
872,0.65665084
873,1.1895113
874,4.199761235
875,3.5863727
876,2.4532776
877,1.3788896
878,0.15310545
879,0.5160874063
880,1.65663102
881,0.39104846499999996
882,8.18579
883,1.3986117
884,1.9125522
885,1.2651687308
886,0.96097785
887,6.1555267134000005
888,2.687542
889,3.8567164
890,4.015868
891,1.3500963
892,5.551059326000001
893,4.6971307
894,0.8667773
895,4.0961666
896,4.333529
897,0.59333223
898,5.0513525
899,0.7507355
900,2.6991475
901,7.065182
902,5.222139
903,0.95701611
904,2.9380531
905,5.40474066
906,1.6572732
907,1.9632707318
908,0.3898981
909,3.8050308
910,3.076422248
911,0.21450241
912,3.6921647
913,0.49206108
914,1.009508561
915,3.5826664
916,2.475344
917,4.3250437
918,0.1562299
919,2.482153
920,2.24468849
921,2.1204205
922,0.74227256
923,2.297356934
924,0.44028872
925,2.500426
926,7.266958539999999
927,4.542022
928,4.837048
929,5.41795
930,0.7981711
931,0.1393060152
932,2.1421398762
933,0.5372518154
934,1.9466848
935,10.70731077
936,1.5805682
937,1.5186893
938,0.08822156
939,1.8619795
940,7.9366837
941,0.8866782
942,0.055134382
943,0.7630831195000001
944,0.16860476
945,0.2523225
946,0.14970922
947,0.7620161005
948,2.5548167
949,0.8137271106
950,0.44306242825000003
951,2.006516
952,0.066669874
953,0.52696896
954,3.2447655
955,0.7938967
956,6.664261
957,6.682709
958,1.0076387
959,0.972037217
960,1.9412578
961,0.17668068
962,3.6138442
963,3.7809122
964,3.2305398
965,5.426523
966,5.113428
967,0.38543218
968,10.967148
969,2.2381532
970,10.7599587085
971,8.675894419999999
972,0.11960871
973,0.470688594
974,7.5359397
975,0.262288794384
976,0.87193304
977,1.5683628
978,6.3781176
979,1.1598428
980,2.5774868
981,1.7320992
982,0.72552043
983,0.21433683
984,3.77474263385
985,0.7168465
986,5.09282
987,0.7417488
988,0.885827
989,0.03050374
990,1.3490101967
991,4.062733
992,4.943645
993,7.5895753
994,0.5383413
995,2.152292
996,7.511076
997,2.3905752
998,1.4915924
999,4.9965215
1000,0.2810305
1001,0.43481937
1002,2.0371363656000003
1003,0.16200904900000002
1004,2.0504582
1005,4.0965926614
1006,1.4000157
1007,3.3597848
1008,3.7927756
1009,4.1713395
1010,1.6828338
1011,1.2043112608
1012,0.3458324
1013,2.541882
1014,0.70328385
1015,2.7234583
1016,2.3699267
1017,5.457865
1018,0.872148063
1019,2.1560018
1020,6.129776
1021,0.6767262
1022,0.006294092
1023,2.2914896
1024,0.8897063576
1025,5.0707965
1026,5.7794595
1027,0.6554685
1028,3.784152
1029,0.07141854043
1030,7.12332463
1031,6.6772704
1032,2.278483
1033,3.6039586
1034,2.332055
1035,5.135633
1036,2.4697633
1037,2.8829064
1038,0.21413182
1039,0.7685748
1040,2.131445
1041,1.7105887
1042,3.3559713
1043,0.67524976
1044,1.1518924
1045,3.3781297
1046,2.580455
1047,2.4277842
1048,0.065213025
1049,0.775578048
1050,2.0245874
1051,3.843945
1052,3.7064207
1053,11.039996053200001
1054,2.486377
1055,3.31259
1056,3.5565174
1057,1.0062606
1058,1.2710241
1059,1.2141223
1060,0.61921716
1061,2.3537227966999996
1062,0.56542534
1063,4.311518
1064,0.687782
1065,1.7020311
1066,1.0200833
1067,3.0345063
1068,1.4835984
1069,0.84021944
1070,1.7269013
1071,2.4936863992
1072,0.13398221
1073,2.589948
1074,0.342314644
1075,4.622888
1076,0.37797147
1077,1.6896466078
1078,1.3314948
1079,1.3520792
1080,6.1988125
1081,0.752954
1082,0.017761843
1083,3.0574508949999997
1084,1.4105355
1085,2.3380623
1086,4.406359
1087,0.50514114
1088,2.6450815
1089,6.3321357
1090,1.3764247
1091,2.1160834
1092,0.5302593
1093,2.4179409
1094,5.2933073
1095,3.281856
1096,3.950418
1097,7.3165517
1098,3.973969
1099,3.3780127
1100,2.9941285
1101,2.502333
1102,1.2205191
1103,0.3392801
1104,3.858618444
1105,1.4641696
1106,1.7288067219599998
1107,4.185943969999999
1108,0.24591465
1109,0.4666522
1110,0.10259589
1111,0.37243205
1112,3.6172476504
1113,0.38296026
1114,2.223500286
1115,0.6015916
1116,4.374472
1117,0.20449659
1118,4.64896123
1119,0.9408396960000001
1120,6.9917483
1121,3.5396805
1122,2.7079844
1123,2.0882108
1124,1.5991936
1125,2.0326846
1126,3.7613776
1127,2.9790504
1128,3.6537912
1129,3.6933813
1130,0.5133081
1131,6.3747435
1132,2.157006
1133,2.581977
1134,0.7752143824
1135,1.5166954
1136,0.38217416
1137,1.9322094
1138,1.4056449
1139,2.828559
1140,6.50744
1141,1.0634911
1142,6.36098
1143,3.2208962
1144,3.5847917
1145,1.9448467
1146,3.14480151
1147,4.243328
1148,3.0656075
1149,1.1689389
1150,1.7400484844
1151,0.8238289623
1152,6.052433
1153,3.8378015
1154,0.898754747
1155,4.5455513
1156,0.8528618
1157,7.131602343
1158,1.6924345
1159,7.8252435
1160,0.44489193
1161,0.791586
1162,0.60316837
1163,0.6787047
1164,2.5822992
1165,1.230848
1166,2.2134187
1167,3.430410106
1168,1.3620025
1169,1.470201267
1170,3.6740685
1171,2.442008
1172,1.3921647162
1173,4.3978896
1174,4.4653487
1175,3.3112993
1176,2.4667919
1177,1.9363167
1178,1.4097686
1179,0.6280573814
1180,1.16105729
1181,0.7741012
1182,2.4027079000000002
1183,1.8431535
1184,0.8857992
1185,3.0475125
1186,0.17300089
1187,3.9880548
1188,0.7801470184
1189,1.8623862536
1190,0.7989269256
1191,3.9038343
1192,2.0150003
1193,4.100458
1194,2.3093748
1195,1.9472506
1196,1.5118613963
1197,1.9223257
1198,1.25276013
1199,0.47736952
1200,1.0511415
1201,1.6534748
1202,1.7260756
1203,2.6918118
1204,1.466439326
1205,0.1992815774
1206,2.8167398
1207,1.226331538
1208,0.6783445
1209,5.1064744
1210,1.6328731222000001
1211,0.8729295
1212,1.8665881
1213,0.27192158
1214,5.823553
1215,1.4526388514
1216,4.9493747
1217,0.22452761
1218,1.2971438
1219,1.745083
1220,0.29091185
1221,3.0734334
1222,0.41111466
1223,1.2033195
1224,5.4984536
1225,3.4453418
1226,1.1961310125
1227,0.79876125
1228,4.55024986
1229,1.6662436
1230,1.5838865
1231,1.2426160882
1232,2.321529006
1233,1.9687475
1234,2.8358204
1235,0.17179257
1236,1.3072091
1237,2.2306408674
1238,1.653824
1239,2.0630395
1240,0.39102238
1241,1.59891237
1242,1.0066576843
1243,4.742339
1244,3.6470582
1245,0.7160385997300001
1246,2.5951524
1247,0.7845827
1248,0.091037124
1249,2.5098286
1250,2.8379984
1251,4.5275420534
1252,4.4502134
1253,0.21721315
1254,3.286062732
1255,0.2877846
1256,7.0107517
1257,0.8108224
1258,4.0826974
1259,1.4289808
1260,0.3925175353
1261,1.369701
1262,2.0989100905
1263,2.2523754
1264,1.4323097
1265,1.6974238
