index,loss,correct,pred
0,2.3764231204986572,0, 1
1,2.1515631675720215,0, 1
2,2.541041851043701,0, 1
3,2.216569662094116,0, 1
4,2.245929002761841,0, 1
5,2.0197741985321045,0, 1
6,2.3757317066192627,0, 1
7,1.995307207107544,0, 1
8,4.021669864654541,0, 1
9,3.9260737895965576,0, 1
10,4.187646865844727,0, 1
11,3.8911538124084473,0, 1
12,5.620737552642822,0, 1
13,4.99871826171875,0, 1
14,6.553126335144043,0, 1
15,5.861982822418213,0, 1
16,4.072812080383301,0, 1
17,3.84627103805542,0, 1
18,4.857691764831543,0, 1
19,4.3590312004089355,0, 1
20,4.880010604858398,0, 5
21,4.464475154876709,0, 5
22,4.5850419998168945,0, 5
23,4.4176106452941895,0, 5
24,7.27056360244751,0, 5
25,6.432933807373047,0, 10
26,8.62704849243164,0, 1
27,7.016679763793945,0, 10
28,6.20859956741333,0, 10
29,6.190637111663818,0, 10
30,7.657464504241943,0, 1
31,6.4577860832214355,0, 10
32,9.433024406433105,0, 1
33,9.086069107055664,0, 1
34,9.772067070007324,0, 1
35,10.287561416625977,0, 1
36,9.377290725708008,0, 1
37,8.938508033752441,0, 1
38,9.676587104797363,0, 1
39,10.173863410949707,0, 1
40,1.951707363128662,0, 1
41,1.8957213163375854,0, 1
42,1.855732798576355,0, 1
43,1.928006649017334,0, 1
44,1.5798043012619019,0, 1
45,1.61458158493042,0, 1
46,1.1730774641036987,1, 10
47,1.6879239082336426,0, 1
48,3.0910120010375977,0, 1
49,3.438554048538208,0, 1
50,3.11978816986084,0, 1
51,3.3784797191619873,0, 1
52,4.459866523742676,0, 1
53,4.184866428375244,0, 1
54,5.108853816986084,0, 1
55,5.093480110168457,0, 1
56,3.098433017730713,0, 1
57,3.2589778900146484,0, 1
58,3.5935068130493164,0, 1
59,3.772228956222534,0, 1
60,2.1325597763061523,0, 1
61,2.0895330905914307,0, 1
62,2.1430869102478027,0, 1
63,2.0946943759918213,0, 1
64,2.008549928665161,0, 1
65,2.016056776046753,0, 1
66,2.0273544788360596,0, 1
67,2.020841121673584,0, 1
68,3.5746054649353027,0, 1
69,3.8407580852508545,0, 1
70,3.623108386993408,0, 1
71,3.7132351398468018,0, 1
72,4.9626617431640625,0, 1
73,5.041383743286133,0, 1
74,5.692062854766846,0, 1
75,5.448482513427734,0, 1
76,3.7007429599761963,0, 1
77,4.133418560028076,0, 1
78,4.248363971710205,0, 1
79,4.4099812507629395,0, 1
80,2.8443331718444824,0, 1
81,2.7535407543182373,0, 1
82,2.814920663833618,0, 1
83,2.650796413421631,0, 1
84,4.88852596282959,0, 1
85,4.81704568862915,0, 1
86,4.860744953155518,0, 1
87,4.821949481964111,0, 1
88,7.175253868103027,0, 1
89,7.06117582321167,0, 1
90,7.341676235198975,0, 1
91,7.311172008514404,0, 1
92,5.492274284362793,0, 1
93,5.737038612365723,0, 1
94,5.996475696563721,0, 1
95,6.18303108215332,0, 1
96,9.93543815612793,0, 1
