index,estimate
0,0.5111518
1,3.0385659
2,0.24311201
3,0.09017807
4,0.4781483
5,1.6310323426
6,0.386494
7,0.0573055717
8,0.9514113
9,1.3701025
10,0.8418479
11,0.6546907
12,0.6257674
13,0.38213143648000003
14,0.81543213
15,3.470581
16,0.11288798
17,1.5216492
18,0.7686073
19,0.62980324
20,0.18194383
21,0.67366415
22,0.27283543
23,1.434391
24,1.881816
25,0.67506367
26,0.94323933
27,2.6993134
28,0.28442305
29,0.52744085
30,0.44185683
31,2.0395107
32,1.0860559
33,1.2958869
34,1.5720822
35,0.27438787
36,0.23019457
37,2.6034808
38,2.0710568
39,3.293727
40,0.0833049894
41,0.041446216
42,1.084848
43,0.16106212
44,1.10919464
45,1.7392898
46,2.1992188
47,0.35522065
48,0.040534604
49,1.345903
50,0.17324248
51,4.2742295
52,0.113390766
53,0.79258555
54,1.0538393
55,1.3135195
56,0.4032037
57,0.025875455
58,0.08143949
59,0.052398037
60,1.0878737
61,0.656426379
62,0.4149956926
63,0.32636398
64,0.78668946
65,2.6537287
66,1.1708422
67,1.1092364
68,0.13986583
69,0.8136867
70,0.936020293
71,0.80795306
72,1.14450625758
73,2.4444711
74,1.677335839
75,0.077425815
76,0.70526564
77,1.209516
78,0.9287956
79,0.6575715
80,0.095179975
81,1.3062265
82,0.04447416
83,0.5291606
84,9.091663
85,0.26453346
86,3.480712
87,0.33915007
88,0.20522319
89,0.60844845
90,3.66843056
91,5.367129
92,2.64117
93,0.79267114
94,0.7301255
95,1.6626658
96,0.503311
97,0.5320448
98,0.39669905897999996
99,0.3173621
100,0.18321131
101,0.15005495
102,0.9585328
103,1.743839
104,1.0196372
105,0.10832213
106,1.30826174
107,1.0596203
108,1.0831966
109,5.1176367
110,2.0548725661560003
111,0.1665822
112,0.08836926094
113,0.6424426329999999
114,0.5242416
115,0.6835175
116,0.0088405
117,0.17892486
118,0.19585785
119,1.3397206
120,2.0613587
121,0.62549204
122,0.16237467200000003
123,0.9122229
124,0.046331692
125,0.253440288
126,1.956484588
127,0.6985495
128,0.4267232
129,0.54608274
130,5.004184
131,0.18573939900000003
132,1.8637714
133,0.41461575
134,0.083445253
135,1.9943675
136,0.013187769
137,1.4049748
138,0.5466698
139,1.261859
140,0.52702194
141,0.0676814
142,0.71230036
143,1.2463132
144,4.9125113
145,0.005541552
146,1.0444171
147,1.9930478
148,0.22773397
149,1.3351115
150,0.30124566
151,0.4032552548
152,0.38728362
153,0.19129312
154,0.023877187
155,0.539074
156,0.89013696
157,1.124244929
158,0.054090988
159,1.2773871
160,0.8588022
161,0.23891522
162,0.7104925038
163,0.12088348800000001
164,0.93151057
165,0.047343265
166,0.79907954
167,2.1683202
168,1.3621626
169,2.4457746
170,0.47128758
171,0.018515076
172,0.9607044616
173,1.8525699
174,2.32164
175,0.5601136
176,0.26334575
177,0.5388944167
178,0.8537869
179,0.99248666
180,0.04052325304
181,0.777221384
182,5.455976
183,0.08160484
184,0.039321948
185,4.5346155
186,0.18247543508
187,0.8135482295
188,1.9364619
189,0.11107656
190,1.5410889
191,0.9525190652000001
192,0.6724987729999999
193,0.81632274
194,0.61852957
195,0.30755413
196,0.6616957
197,0.4545715643
198,0.28860412986
199,0.518551567275
200,1.077339913
201,1.2692008
202,0.12583505
203,0.9792708
204,0.39738601117
205,6.454759
206,0.14565012
207,0.27873638
208,1.088481
209,0.19566125783000002
210,0.977376
211,0.919463163
212,0.4906442
213,0.2224758
214,0.7382106
215,2.207
216,0.07969207
217,0.55632526
218,1.122505946778
219,0.6266468616399999
220,0.8534892
221,0.06436844
222,4.769216
223,2.4682074
224,0.41335973530000003
225,0.025007205
226,2.6891017
227,0.33357809400000005
228,0.65367806
229,0.017760571
230,0.1852102677
231,1.529013
232,1.4724203
233,1.3430676
234,4.191159
235,0.2734506921714
236,3.5516789228000003
237,0.9121915
238,0.789222
239,1.5114167
240,0.02913115
241,3.30680008
242,0.13257548
243,0.021469077
244,0.17924073047
245,1.665997
246,0.20479158
247,0.38762784
248,0.8513001967
249,0.5794271
250,0.6675776
251,2.9848423
252,1.0733497
253,0.456391
254,0.348307201
255,0.83999234
256,0.7483188795
257,1.508308
258,0.023070693
259,0.24401762
260,0.04524287
261,0.019178161
262,2.057438
263,0.1884197494
264,1.3940167
265,0.20687677
266,1.7096326
267,1.83384479218
268,0.07077296549999999
269,1.0676089400000002
270,0.57057538898
271,1.1521384
272,1.788445
273,0.30606288
274,0.79525304
275,0.6995724
276,2.852769861
277,0.8796367
278,2.336646
279,1.0462825
280,3.149974154
281,0.08999512
282,1.7634802853
283,0.35465837
284,0.15605368
285,0.4501127
286,0.4392466178
287,0.50178415
288,1.11272884
289,2.608746
290,1.84461136247
291,2.8619275
292,0.03237607
293,0.47386626363
294,1.3665737
295,0.2476898937
